post_id,platform,post_date,post_type,content_category,likes,comments,shares,impressions,reach,engagement_rate,follower_count,hashtag_count,sentiment,link_clicks,video_views
POST-82764,Instagram,2023-06-02,Story,News,20693,1614,513,269009,234308,8.48,3107938,28,Positive,116,415810
POST-82765,Twitter,2024-03-04,Live,User Generated,37833,2086,1064,1059324,753745,3.87,4889437,25,Neutral,44,0
POST-82766,Instagram,2023-05-12,Live,Tutorial,32581,1894,815,879687,594901,4.01,3137933,14,Neutral,175,401473
POST-82767,Twitter,2024-01-14,Reel,User Generated,3622,17,40,32598,25369,11.29,4411532,28,Neutral,61,0
POST-82768,LinkedIn,2025-09-15,Live,Promotional,47504,2183,893,997584,556529,5.07,2439452,5,Neutral,302,0
POST-82769,YouTube,2023-03-17,Story,Promotional,30716,186,1168,307160,244749,10.44,1112255,24,Positive,256,327890
POST-82770,Twitter,2025-08-04,Text,User Generated,36705,1454,1002,587280,554122,6.67,1856229,28,Positive,363,0
POST-82771,Twitter,2023-06-02,Reel,Entertainment,48319,1681,12,918061,708806,5.45,2427801,2,Neutral,282,0
POST-82772,LinkedIn,2025-07-13,Reel,User Generated,34154,3240,1423,307386,220260,12.63,2410999,27,Negative,461,0
POST-82773,Twitter,2024-12-08,Live,News,32489,1353,400,844714,584737,4.05,2154334,1,Neutral,419,0
POST-82774,YouTube,2024-05-17,Reel,News,35874,2040,329,251118,235731,15.23,2784852,1,Positive,710,164713
POST-82775,Facebook,2025-07-26,Video,News,22651,2135,747,135906,72567,18.79,2147648,8,Negative,191,0
POST-82776,TikTok,2025-11-03,Live,Product Launch,5310,476,94,138060,72197,4.26,4875629,17,Positive,93,11412
POST-82777,Facebook,2023-02-04,Live,Educational,6273,288,315,175644,96496,3.91,356052,24,Positive,116,0
POST-82778,YouTube,2025-11-08,Text,Promotional,21817,1897,169,109085,78291,21.89,2197714,13,Neutral,154,96776
POST-82779,Instagram,2024-06-01,Story,Entertainment,31832,145,1110,509312,408900,6.5,2484272,1,Positive,410,121366
POST-82780,TikTok,2024-08-23,Text,News,11473,64,230,195041,157547,6.03,419416,29,Positive,56,257407
POST-82781,Twitter,2025-09-14,Video,Tutorial,34334,2328,127,583678,477158,6.3,3508054,19,Positive,279,0
POST-82782,YouTube,2025-01-27,Live,Product Launch,37616,941,124,263312,148568,14.69,4450387,14,Neutral,197,232449
POST-82783,YouTube,2025-05-14,Live,News,15728,1248,402,330288,277736,5.26,1516535,27,Positive,108,153503
POST-82784,Twitter,2024-06-19,Carousel,User Generated,10962,143,225,197316,144534,5.74,1708778,20,Neutral,48,0
POST-82785,Instagram,2024-03-21,Story,Entertainment,17999,1587,362,341981,258825,5.83,1953723,19,Positive,234,401834
POST-82786,Twitter,2023-06-26,Text,Behind the Scenes,14299,100,215,357475,334327,4.09,917357,19,Negative,47,0
POST-82787,YouTube,2025-11-29,Reel,News,44099,3431,1217,793782,542850,6.14,4246344,24,Positive,269,42897
POST-82788,Twitter,2024-03-08,Live,News,33285,1673,1538,798840,602457,4.57,4953152,29,Positive,578,0
POST-82789,TikTok,2025-03-08,Live,Behind the Scenes,40410,1999,296,1171890,763709,3.64,4277039,19,Neutral,581,274769
POST-82790,TikTok,2023-08-18,Story,Entertainment,28792,2838,1131,719800,468388,4.55,1149942,10,Positive,417,459996
POST-82791,Facebook,2024-02-14,Text,Entertainment,35537,2936,690,319833,269054,12.24,3469473,5,Positive,200,0
POST-82792,Facebook,2025-02-13,Reel,News,34437,2738,613,550992,376916,6.86,1190295,23,Neutral,383,0
POST-82793,Instagram,2024-10-01,Image,Entertainment,28325,2238,1140,651475,371742,4.87,739230,25,Positive,475,219417
POST-82794,LinkedIn,2023-01-11,Text,Product Launch,34139,998,990,887614,785546,4.07,4785457,28,Negative,542,0
POST-82795,LinkedIn,2024-11-06,Carousel,News,3347,104,14,53552,44864,6.47,1494027,16,Neutral,10,0
POST-82796,TikTok,2025-04-30,Story,Product Launch,29965,1263,695,569335,310186,5.61,1838072,13,Negative,318,383794
POST-82797,Instagram,2025-06-29,Carousel,Tutorial,23020,1748,591,253220,235191,10.01,1254374,23,Neutral,66,445745
POST-82798,TikTok,2023-07-14,Reel,News,39134,2198,926,1134886,972566,3.72,2664066,1,Positive,780,409515
POST-82799,LinkedIn,2023-12-31,Story,Educational,28870,1424,1065,664010,510975,4.72,2867496,20,Positive,410,0
POST-82800,Twitter,2025-03-11,Image,User Generated,9099,155,345,63693,34053,15.07,133282,5,Neutral,179,0
POST-82801,LinkedIn,2024-11-14,Reel,Educational,42254,1325,85,253524,208375,17.22,618120,23,Negative,47,0
POST-82802,Facebook,2024-09-16,Image,Educational,33293,2369,1102,332930,235621,11.04,4609169,10,Neutral,636,0
POST-82803,Facebook,2025-02-27,Live,Product Launch,4765,236,93,61945,50432,8.22,2776687,6,Positive,14,0
POST-82804,Twitter,2024-06-09,Text,Entertainment,32649,657,1054,652980,418548,5.26,2214802,14,Neutral,0,0
POST-82805,Instagram,2025-10-25,Image,Behind the Scenes,44047,580,140,264282,213525,16.94,4974105,1,Positive,694,448592
POST-82806,Instagram,2024-05-01,Image,Tutorial,37621,3568,1573,902904,529240,4.74,762698,13,Positive,690,317434
POST-82807,TikTok,2023-08-31,Image,Behind the Scenes,32453,409,1421,811325,562996,4.23,103877,10,Positive,48,99546
POST-82808,YouTube,2024-03-30,Story,Product Launch,17583,127,627,351660,263336,5.21,3931148,13,Positive,251,332148
POST-82809,YouTube,2023-11-14,Story,Educational,37465,1940,404,449580,259983,8.85,3895372,19,Positive,620,65914
POST-82810,YouTube,2023-05-03,Reel,Promotional,26030,146,371,286330,224440,9.27,3217477,28,Negative,462,205865
POST-82811,Instagram,2023-10-25,Text,Product Launch,25113,789,1258,251130,193866,10.82,3810959,0,Positive,345,49670
POST-82812,LinkedIn,2025-03-29,Carousel,Behind the Scenes,30647,1137,1233,796822,459383,4.14,1683134,30,Neutral,329,0
POST-82813,Facebook,2023-03-09,Text,Entertainment,12474,1109,33,249480,126422,5.46,874220,28,Positive,250,0
POST-82814,LinkedIn,2025-02-27,Live,Educational,35729,2079,1778,285832,173879,13.85,3829818,27,Negative,608,0
POST-82815,Instagram,2024-07-02,Live,Entertainment,45490,4268,422,363920,335836,13.79,3368436,27,Positive,516,289305
POST-82816,TikTok,2025-08-01,Image,Promotional,13181,1255,139,105448,94968,13.82,1307927,19,Positive,5,468404
POST-82817,LinkedIn,2023-01-30,Image,Tutorial,6660,526,184,146520,119620,5.03,3097971,20,Positive,2,0
POST-82818,Instagram,2025-06-19,Video,Promotional,46573,1177,2042,838314,753898,5.94,550787,19,Positive,340,189107
POST-82819,Facebook,2023-08-02,Live,Entertainment,10174,43,229,50870,41363,20.53,3171852,12,Negative,6,0
POST-82820,YouTube,2025-12-01,Text,Product Launch,41431,4077,1065,1201499,931836,3.88,198717,27,Neutral,477,464019
POST-82821,LinkedIn,2023-03-18,Image,News,49075,1400,2414,245375,190321,21.55,1489349,8,Negative,284,0
POST-82822,Facebook,2025-09-30,Video,News,37575,2944,1099,375750,205421,11.08,2717742,15,Negative,637,0
POST-82823,LinkedIn,2024-08-05,Image,User Generated,16227,1318,223,421902,238655,4.21,3536900,7,Positive,145,0
POST-82824,Facebook,2025-12-25,Text,Tutorial,45987,4237,1327,1333623,1203389,3.87,232769,1,Positive,49,0
POST-82825,Instagram,2025-11-08,Live,Behind the Scenes,9387,600,420,197127,117074,5.28,1665785,10,Neutral,25,371083
POST-82826,Facebook,2024-03-13,Live,News,39924,2715,608,439164,292149,9.85,2484684,0,Neutral,164,0
POST-82827,LinkedIn,2023-01-13,Reel,Product Launch,14324,1077,564,343776,227837,4.64,4094028,17,Positive,0,0
POST-82828,Facebook,2025-08-11,Reel,Educational,24039,2124,586,144234,120062,18.55,3970566,0,Positive,67,0
POST-82829,Facebook,2024-10-15,Video,News,23887,826,594,286644,161705,8.83,3150214,17,Neutral,286,0
POST-82830,YouTube,2024-03-22,Image,News,9178,895,254,91780,57117,11.25,3425214,11,Positive,61,173391
POST-82831,YouTube,2024-02-20,Carousel,Entertainment,33466,1553,1637,602388,415080,6.09,4718205,25,Positive,160,363974
POST-82832,TikTok,2023-07-11,Video,Product Launch,4117,378,9,20585,18689,21.88,2247512,10,Neutral,23,475187
POST-82833,YouTube,2025-12-08,Live,Educational,48830,2898,1620,781280,553538,6.83,905548,5,Neutral,532,236850
POST-82834,YouTube,2025-02-19,Carousel,Promotional,31793,385,515,317930,292021,10.28,4885340,14,Positive,364,99772
POST-82835,Instagram,2024-10-04,Story,News,10125,876,437,253125,143343,4.52,1683565,29,Positive,148,83089
POST-82836,Twitter,2025-08-29,Image,Promotional,21038,820,675,336608,232337,6.69,2180443,30,Neutral,55,0
POST-82837,Twitter,2023-12-29,Story,Promotional,10495,326,291,178415,140171,6.23,836026,8,Positive,30,0
POST-82838,Instagram,2023-05-09,Image,User Generated,4126,56,141,103150,68306,4.19,1310235,13,Neutral,1,93429
POST-82839,Facebook,2023-04-10,Text,Promotional,46496,3858,1011,1348384,678568,3.81,4995259,28,Neutral,492,0
POST-82840,TikTok,2024-10-11,Reel,Entertainment,42266,730,926,422660,261221,10.39,2295155,27,Neutral,165,295572
POST-82841,Facebook,2025-08-07,Live,Behind the Scenes,30503,1951,482,610060,399550,5.4,3436043,7,Neutral,6,0
POST-82842,TikTok,2023-01-17,Image,Entertainment,48258,1902,270,723870,676842,6.97,2782391,8,Neutral,8,151880
POST-82843,Instagram,2025-12-11,Video,News,6160,416,189,80080,63743,8.45,2105641,1,Neutral,11,250465
POST-82844,LinkedIn,2024-12-01,Video,User Generated,3711,262,66,66798,56300,6.05,1938569,12,Positive,0,0
POST-82845,YouTube,2023-12-14,Reel,Promotional,9502,751,469,247052,171365,4.34,532413,14,Neutral,36,299731
POST-82846,Twitter,2023-08-29,Image,Educational,3623,176,167,94198,55109,4.21,2760805,12,Positive,12,0
POST-82847,Facebook,2025-08-15,Text,Entertainment,14765,1368,288,221475,157706,7.41,3819241,0,Negative,28,0
POST-82848,Facebook,2023-04-25,Carousel,Promotional,20227,1092,549,546129,333691,4.0,4748161,11,Positive,312,0
POST-82849,TikTok,2024-02-23,Carousel,Behind the Scenes,5886,549,148,111834,76118,5.89,3792149,5,Positive,8,128094
POST-82850,Instagram,2024-01-11,Image,Educational,16075,511,193,192900,181583,8.7,2719400,27,Positive,151,262515
POST-82851,YouTube,2025-07-09,Reel,Behind the Scenes,49406,199,1906,345842,194231,14.89,3725404,8,Neutral,301,151567
POST-82852,Facebook,2025-05-15,Story,Tutorial,16065,1481,790,401625,217856,4.57,4499843,1,Positive,312,0
POST-82853,Instagram,2023-01-03,Reel,User Generated,10121,104,89,182178,93860,5.66,725823,21,Neutral,91,321059
POST-82854,Facebook,2023-12-23,Live,Educational,12079,918,413,181185,107380,7.4,2467204,30,Neutral,129,0
POST-82855,Facebook,2024-10-23,Live,Promotional,6622,493,302,39732,24302,18.67,1500581,1,Positive,46,0
POST-82856,TikTok,2025-08-16,Live,Educational,9718,438,476,174924,151619,6.08,2600746,10,Negative,105,469883
POST-82857,LinkedIn,2024-04-27,Image,News,48524,4562,2387,1164576,692882,4.76,2743972,17,Positive,90,0
POST-82858,Facebook,2025-12-20,Reel,Product Launch,18623,101,380,372460,204757,5.13,453476,11,Neutral,350,0
POST-82859,Facebook,2025-11-21,Image,Product Launch,43719,3709,1434,262314,239633,18.63,4210594,3,Negative,504,0
POST-82860,TikTok,2024-11-29,Reel,News,44790,280,1769,1343700,1006106,3.49,643923,14,Neutral,637,257415
POST-82861,Instagram,2024-04-20,Video,Behind the Scenes,10518,674,30,94662,82604,11.85,4036674,12,Positive,62,326728
POST-82862,Instagram,2023-03-05,Story,Tutorial,11607,648,296,150891,99035,8.32,344180,29,Neutral,160,212635
POST-82863,TikTok,2024-10-24,Video,User Generated,23815,527,1126,261965,231294,9.72,3204639,12,Neutral,97,435226
POST-82864,TikTok,2024-01-24,Video,Entertainment,6792,323,326,176592,156617,4.21,3430813,3,Positive,96,407565
POST-82865,YouTube,2024-01-07,Image,News,42795,594,125,470745,245780,9.24,1854648,28,Positive,126,329385
POST-82866,TikTok,2024-08-30,Text,Educational,21760,1500,620,261120,212986,9.15,3998081,5,Positive,29,276982
POST-82867,Twitter,2023-04-03,Live,Product Launch,46342,1776,1077,1390260,828568,3.54,4411666,27,Neutral,210,0
POST-82868,Twitter,2023-03-06,Reel,Product Launch,27672,73,425,830160,520115,3.39,1584768,9,Positive,292,0
POST-82869,YouTube,2023-11-20,Reel,Entertainment,36029,460,1759,288232,254248,13.27,3714983,0,Positive,582,181800
POST-82870,YouTube,2023-11-29,Carousel,Tutorial,17981,318,271,485487,308742,3.83,2827000,5,Positive,232,365429
POST-82871,Twitter,2024-06-16,Story,Educational,31031,300,408,434434,350408,7.31,3901311,19,Positive,91,0
POST-82872,Facebook,2024-05-26,Text,Product Launch,7049,163,167,140980,131106,5.23,4550813,12,Positive,65,0
POST-82873,Instagram,2025-09-12,Story,News,23919,2110,360,717570,372986,3.68,861780,3,Positive,460,269118
POST-82874,Instagram,2025-04-03,Carousel,Behind the Scenes,47498,2118,124,902462,799958,5.51,1113659,28,Neutral,869,231142
POST-82875,Instagram,2023-08-12,Carousel,Behind the Scenes,18084,1245,266,434016,263699,4.51,2344995,24,Positive,366,350592
POST-82876,Instagram,2023-09-25,Image,Promotional,19941,384,921,498525,250514,4.26,2269627,13,Negative,268,174318
POST-82877,Twitter,2023-06-22,Live,Educational,9131,753,110,54786,43575,18.24,3421411,4,Neutral,115,0
POST-82878,YouTube,2025-08-06,Story,Entertainment,27302,1160,107,573342,288424,4.98,2421019,9,Neutral,405,129071
POST-82879,Twitter,2025-01-03,Video,Behind the Scenes,47939,1971,597,1246414,1169403,4.05,4013699,2,Positive,170,0
POST-82880,TikTok,2025-05-05,Carousel,News,37129,2704,1122,259903,238230,15.76,2822675,13,Positive,742,95425
POST-82881,Facebook,2024-06-01,Image,Behind the Scenes,33052,2996,1227,165260,87195,22.56,4402863,6,Positive,214,0
POST-82882,Twitter,2023-10-09,Carousel,User Generated,18210,838,121,327780,224715,5.85,2964636,25,Positive,1,0
POST-82883,Twitter,2023-12-14,Video,Promotional,3622,183,42,86928,61531,4.43,4852739,3,Positive,62,0
POST-82884,Twitter,2023-06-25,Text,Promotional,39587,3066,569,712566,607673,6.07,2087255,26,Positive,595,0
POST-82885,YouTube,2025-06-16,Text,Promotional,49726,4606,2399,1143698,725579,4.96,259745,29,Neutral,149,257928
POST-82886,Twitter,2023-12-01,Story,Tutorial,2860,281,92,82940,52817,3.9,270288,12,Positive,24,0
POST-82887,Twitter,2023-06-29,Video,Product Launch,18630,1300,365,409860,253282,4.95,1570815,5,Neutral,288,0
POST-82888,LinkedIn,2024-07-30,Story,Educational,35613,2027,1569,747873,446369,5.24,3415497,22,Negative,535,0
POST-82889,Facebook,2023-02-17,Story,Tutorial,7739,566,185,100607,79388,8.44,2362395,25,Negative,96,0
POST-82890,Instagram,2023-07-24,Live,Entertainment,6080,431,194,54720,46188,12.25,2658150,24,Neutral,69,379998
POST-82891,TikTok,2024-11-14,Reel,Educational,31997,406,415,735931,585381,4.46,2664588,1,Positive,229,356483
POST-82892,YouTube,2024-05-13,Story,Educational,43346,1750,1767,996958,699394,4.7,2795958,18,Positive,783,88457
POST-82893,Facebook,2024-01-10,Image,Entertainment,42063,3436,14,967449,753963,4.7,2256211,20,Positive,225,0
POST-82894,Instagram,2023-02-22,Reel,Entertainment,14713,1451,88,426677,343255,3.81,46629,26,Positive,117,194372
POST-82895,TikTok,2023-11-29,Story,Promotional,38671,2270,619,734749,420163,5.66,4446630,4,Neutral,556,221460
POST-82896,LinkedIn,2025-08-17,Image,Product Launch,31331,504,819,751944,590504,4.34,1811765,8,Positive,570,0
POST-82897,LinkedIn,2023-03-15,Video,Product Launch,6797,143,341,47579,33497,15.3,194043,28,Negative,20,0
POST-82898,LinkedIn,2024-07-24,Video,Promotional,24831,1070,1206,322803,237156,8.4,4204578,1,Positive,70,0
POST-82899,TikTok,2023-07-28,Carousel,Promotional,5119,302,47,127975,72941,4.27,2263874,0,Negative,88,219381
POST-82900,LinkedIn,2023-09-10,Video,Product Launch,24661,1447,577,123305,96405,21.64,1474986,28,Positive,210,0
POST-82901,Facebook,2024-11-07,Video,Product Launch,17737,1133,395,496636,261721,3.88,536533,0,Positive,299,0
POST-82902,Twitter,2024-05-26,Text,News,4504,459,121,126112,100951,4.03,3787094,0,Neutral,60,0
POST-82903,Facebook,2024-02-29,Live,Promotional,8665,355,369,77985,61272,12.04,3680314,11,Positive,60,0
POST-82904,Facebook,2025-06-21,Story,News,37312,3409,1403,671616,468357,6.27,321283,12,Neutral,665,0
POST-82905,Twitter,2023-11-17,Story,Promotional,15408,335,688,400608,341786,4.1,3932980,11,Neutral,69,0
POST-82906,Facebook,2025-10-26,Video,Behind the Scenes,36890,2781,1482,959140,823162,4.29,2041657,3,Neutral,165,0
POST-82907,Instagram,2023-03-26,Reel,News,14590,205,532,87540,53756,17.51,1731341,12,Positive,101,473437
POST-82908,YouTube,2024-07-20,Live,Tutorial,47658,4757,1593,524238,306284,10.3,1613035,6,Neutral,563,324544
POST-82909,LinkedIn,2025-08-16,Live,Product Launch,40761,3909,1620,733698,424874,6.31,2001004,28,Positive,525,0
POST-82910,Facebook,2024-03-24,Carousel,News,43646,687,1416,741982,426472,6.17,4998755,10,Positive,152,0
POST-82911,YouTube,2023-08-21,Story,User Generated,43202,3227,628,1296060,743712,3.63,3125567,14,Positive,371,83876
POST-82912,Twitter,2024-03-07,Story,Promotional,11628,436,161,186048,150216,6.57,452842,26,Negative,234,0
POST-82913,YouTube,2024-12-25,Reel,Promotional,8811,234,335,264330,146311,3.55,2329651,4,Positive,82,287315
POST-82914,YouTube,2025-01-05,Live,Promotional,39228,1520,106,235368,154346,17.36,3149072,25,Positive,734,496868
POST-82915,LinkedIn,2023-06-18,Live,Educational,46617,4356,1927,699255,618595,7.57,2538570,1,Positive,687,0
POST-82916,TikTok,2023-03-23,Image,Educational,19378,1333,348,232536,190686,9.06,3980093,22,Positive,69,249377
POST-82917,YouTube,2024-01-04,Live,News,27487,1378,28,742149,675851,3.89,3636263,27,Neutral,82,268729
POST-82918,Instagram,2023-06-12,Carousel,Behind the Scenes,14481,1393,215,333063,309528,4.83,4083766,18,Neutral,233,271704
POST-82919,Facebook,2023-07-15,Live,Promotional,20892,627,128,396948,208653,5.45,3118383,22,Neutral,125,0
POST-82920,Facebook,2024-12-16,Carousel,Promotional,37708,1698,912,716452,479844,5.63,1206534,29,Positive,452,0
POST-82921,Twitter,2025-01-04,Reel,Tutorial,36932,1671,1724,221592,159112,18.2,119965,18,Neutral,312,0
POST-82922,LinkedIn,2025-06-02,Text,Educational,45348,1138,2067,589524,418137,8.24,646182,16,Neutral,234,0
POST-82923,Instagram,2025-01-09,Live,Educational,44922,1119,1219,988284,763071,4.78,2010907,11,Negative,558,406170
POST-82924,Twitter,2023-09-05,Live,Entertainment,33752,16,1443,438776,403199,8.02,959385,14,Neutral,79,0
POST-82925,Twitter,2023-08-04,Story,Entertainment,16157,1621,49,323140,188997,5.52,3354281,3,Positive,286,0
POST-82926,Facebook,2025-07-21,Carousel,Entertainment,47857,2303,735,1052854,741975,4.83,2858631,8,Positive,465,0
POST-82927,TikTok,2025-07-13,Image,Behind the Scenes,826,63,33,4956,3938,18.6,4628883,1,Positive,16,56910
POST-82928,Instagram,2024-10-09,Carousel,User Generated,7029,231,238,98406,50810,7.62,1575655,25,Positive,131,371375
POST-82929,YouTube,2024-02-19,Text,Product Launch,15560,1353,26,264520,171151,6.4,1604326,1,Negative,98,107559
POST-82930,TikTok,2024-02-03,Video,Behind the Scenes,13838,951,148,235246,159961,6.35,3372683,3,Neutral,201,199609
POST-82931,Facebook,2024-05-18,Carousel,Behind the Scenes,10740,877,387,96660,76458,12.42,3714395,4,Positive,55,0
POST-82932,TikTok,2025-05-15,Live,Educational,40536,1196,1587,689112,413901,6.29,837434,5,Positive,61,242680
POST-82933,TikTok,2024-03-07,Reel,Product Launch,11563,840,332,150319,129714,8.47,104499,1,Positive,197,246595
POST-82934,Twitter,2024-06-21,Image,Entertainment,9916,693,377,178488,111780,6.16,1309690,16,Negative,85,0
POST-82935,LinkedIn,2023-02-09,Text,Tutorial,10388,1042,287,114268,94046,10.25,761959,24,Neutral,45,0
POST-82936,Facebook,2023-01-11,Live,News,25825,1461,957,723100,562640,3.91,4665712,21,Positive,81,0
POST-82937,YouTube,2025-07-02,Story,Entertainment,17965,1408,262,413195,355592,4.75,2730689,18,Positive,192,183584
POST-82938,Twitter,2023-12-03,Video,Promotional,41565,2140,1215,831300,539891,5.4,2757659,18,Neutral,423,0
POST-82939,Twitter,2025-03-08,Video,Promotional,17107,1489,441,359247,258051,5.3,4480457,9,Negative,321,0
